timestamp[ns],stream_id,mask
57009341612013,1201-2,True
57009374878550,214-1,True
57009374972101,1201-1,True
57009374972101,1201-2,True
57009408210192,214-1,True
57009408300242,1201-1,True
57009408300242,1201-2,True
57009441538084,214-1,True
57009441628384,1201-1,True
57009441628384,1201-2,True
57009474859062,214-1,True
57009474956526,1201-1,True
57009474956526,1201-2,True
57009508186542,214-1,True
57009508284667,1201-1,True
57009508284667,1201-2,True
57009541514009,214-1,True
57009541612809,1201-1,True
57009541612809,1201-2,True
57009574874996,214-1,True
57009574972959,1201-1,True
57009574972959,1201-2,True
57009608209009,214-1,True
57009608301134,1201-1,True
57009608301134,1201-2,True
57009641539059,214-1,True
57009641629309,1201-1,True
57009641629309,1201-2,True
57009674860285,214-1,True
57009674957499,1201-1,True
57009674957499,1201-2,True
57009708187823,214-1,True
57009708285698,1201-1,True
57009708285698,1201-2,True
57009741518206,214-1,True
57009741613794,1201-1,True
57009741613794,1201-2,True
57009774882896,214-1,True
57009774973897,1201-1,True
57009774973897,1201-2,True
57009808207771,214-1,True
57009808302022,1201-1,True
57009808302022,1201-2,True
57009841535221,214-1,True
57009841630147,1201-1,True
57009841630147,1201-2,True
57009874862652,214-1,True
57009874958240,1201-1,True
57009874958240,1201-2,True
57009908193723,214-1,True
57009908286274,1201-1,True
57009908286274,1201-2,True
57009941521184,214-1,True
57009941614397,1201-1,True
57009941614397,1201-2,True
57009974882102,214-1,True
57009974974477,1201-1,True
57009974974477,1201-2,True
57010008209575,214-1,True
57010008302626,1201-1,True
57010008302626,1201-2,True
57010041537061,214-1,True
57010041630774,1201-1,True
57010041630774,1201-2,True
57010074864547,214-1,True
57010074958923,1201-1,True
57010074958923,1201-2,True
57010108192021,214-1,True
57010108287071,1201-1,True
57010108287071,1201-2,True
57010141519496,214-1,True
57010141615209,1201-1,True
57010141615209,1201-2,True
57010174880454,214-1,True
57010174975329,1201-1,True
57010174975329,1201-2,True
57010208207935,214-1,True
57010208303485,1201-1,True
57010208303485,1201-2,True
57010241539141,214-1,True
57010241631641,1201-1,True
57010241631641,1201-2,True
57010274866622,214-1,True
57010274959797,1201-1,True
57010274959797,1201-2,True
57010308194115,214-1,True
57010308287953,1201-1,True
57010308287953,1201-2,True
57010341521572,214-1,True
57010341616072,1201-1,True
57010341616072,1201-2,True
57010374928064,214-1,True
57010374976114,1201-1,True
57010374976114,1201-2,True
57010408212042,214-1,True
57010408304255,1201-1,True
57010408304255,1201-2,True
57010441542059,214-1,True
57010441632397,1201-1,True
57010441632397,1201-2,True
57010474869538,214-1,True
57010474960539,1201-1,True
57010474960539,1201-2,True
57010508195592,214-1,True
57010508288680,1201-1,True
57010508288680,1201-2,True
57010541523072,214-1,True
57010541616822,1201-1,True
57010541616822,1201-2,True
57010574887524,214-1,True
57010574976949,1201-1,True
57010574976949,1201-2,True
57010608214080,214-1,True
57010608305005,1201-1,True
57010608305005,1201-2,True
57010641537361,214-1,True
57010641633112,1201-1,True
57010641633112,1201-2,True
57010674869567,214-1,True
57010674961531,1201-1,True
57010674961531,1201-2,True
57010708194992,214-1,True
57010708289617,1201-1,True
57010708289617,1201-2,True
57010741527062,214-1,True
57010741617687,1201-1,True
57010741617687,1201-2,True
57010774887887,214-1,True
57010774945887,1201-1,True
57010774945887,1201-2,True
57010808211420,214-1,True
57010808306008,1201-1,True
57010808306008,1201-2,True
57010841541378,214-1,True
57010841634092,1201-1,True
57010841634092,1201-2,True
57010874868800,214-1,True
57010874962175,1201-1,True
57010874962175,1201-2,True
57010908196242,214-1,True
57010908290292,1201-1,True
57010908290292,1201-2,True
57010941523746,214-1,True
57010941618459,1201-1,True
57010941618459,1201-2,True
57010974851049,214-1,True
57010974946474,1201-1,True
57010974946474,1201-2,True
57011008210368,214-1,True
57011008306543,1201-1,True
57011008306543,1201-2,True
57011041535344,214-1,True
57011041634720,1201-1,True
57011041634720,1201-2,True
57011074862057,214-1,True
57011074962896,1201-1,True
57011074962896,1201-2,True
57011108200521,214-1,True
57011108291072,1201-1,True
57011108291072,1201-2,True
57011141578785,214-1,True
57011141667248,1201-1,True
57011141667248,1201-2,True
57011174906299,214-1,True
57011174995424,1201-1,True
57011174995424,1201-2,True
57011208258262,214-1,True
57011208323600,1201-1,True
57011208323600,1201-2,True
57011241555934,214-1,True
57011241651734,1201-1,True
57011241651734,1201-2,True
57011274887048,214-1,True
57011274979799,1201-1,True
57011274979799,1201-2,True
57011308218296,214-1,True
57011308308009,1201-1,True
57011308308009,1201-2,True
57011341545772,214-1,True
57011341636148,1201-1,True
57011341636148,1201-2,True
57011374814073,214-1,True
57011374964286,1201-1,True
57011374964286,1201-2,True
57011408198999,214-1,True
57011408292425,1201-1,True
57011408292425,1201-2,True
57011441527438,214-1,True
57011441620563,1201-1,True
57011441620563,1201-2,True
57011474851613,214-1,True
57011474948702,1201-1,True
57011474948702,1201-2,True
57011508189290,214-1,True
57011508276840,1201-1,True
57011508276840,1201-2,True
57011541551854,214-1,True
57011541636979,1201-1,True
57011541636979,1201-2,True
57011574868367,214-1,True
57011574965118,1201-1,True
57011574965118,1201-2,True
57011608203506,214-1,True
57011608293256,1201-1,True
57011608293256,1201-2,True
57011641533719,214-1,True
57011641621395,1201-1,True
57011641621395,1201-2,True
57011674892358,214-1,True
57011674981533,1201-1,True
57011674981533,1201-2,True
57011708215102,214-1,True
57011708309652,1201-1,True
57011708309652,1201-2,True
57011741540206,214-1,True
57011741637757,1201-1,True
57011741637757,1201-2,True
57011774870464,214-1,True
57011774965927,1201-1,True
57011774965927,1201-2,True
57011808200329,214-1,True
57011808293917,1201-1,True
57011808293917,1201-2,True
57011841524309,214-1,True
57011841622059,1201-1,True
57011841622059,1201-2,True
57011874854346,214-1,True
57011874950221,1201-1,True
57011874950221,1201-2,True
57011908214070,214-1,True
57011908310283,1201-1,True
57011908310283,1201-2,True
57011941541523,214-1,True
57011941638398,1201-1,True
57011941638398,1201-2,True
57011974868864,214-1,True
57011974966415,1201-1,True
57011974966415,1201-2,True
57012008196463,214-1,True
57012008294714,1201-1,True
57012008294714,1201-2,True
57012041535547,214-1,True
57012041622847,1201-1,True
57012041622847,1201-2,True
57012074858061,214-1,True
57012074950936,1201-1,True
57012074950936,1201-2,True
57012108222601,214-1,True
57012108279101,1201-1,True
57012108279101,1201-2,True
57012141548844,214-1,True
57012141638966,1201-1,True
57012141638966,1201-2,True
57012174869573,214-1,True
57012174966449,1201-1,True
57012174966449,1201-2,True
57012208202560,214-1,True
57012208294987,1201-1,True
57012208294987,1201-2,True
57012241551810,214-1,True
57012241623525,1201-1,True
57012241623525,1201-2,True
57012274853668,214-1,True
57012274951918,1201-1,True
57012274951918,1201-2,True
57012308179817,214-1,True
57012308279905,1201-1,True
57012308279905,1201-2,True
57012341548623,214-1,True
57012341639998,1201-1,True
57012341639998,1201-2,True
57012374872361,214-1,True
57012374968161,1201-1,True
57012374968161,1201-2,True
57012408206149,214-1,True
57012408296325,1201-1,True
57012408296325,1201-2,True
57012441530113,214-1,True
57012441624488,1201-1,True
57012441624488,1201-2,True
57012474858976,214-1,True
57012474952651,1201-1,True
57012474952651,1201-2,True
57012508186476,214-1,True
57012508280815,1201-1,True
57012508280815,1201-2,True
57012541547478,214-1,True
57012541640978,1201-1,True
57012541640978,1201-2,True
57012574874966,214-1,True
57012574969141,1201-1,True
57012574969141,1201-2,True
57012608202466,214-1,True
57012608297305,1201-1,True
57012608297305,1201-2,True
57012641529967,214-1,True
57012641625468,1201-1,True
57012641625468,1201-2,True
57012674861121,214-1,True
57012674953584,1201-1,True
57012674953584,1201-2,True
57012708188464,214-1,True
57012708281589,1201-1,True
57012708281589,1201-2,True
57012741549410,214-1,True
57012741641710,1201-1,True
57012741641710,1201-2,True
57012774876905,214-1,True
57012774969868,1201-1,True
57012774969868,1201-2,True
57012808204401,214-1,True
57012808298027,1201-1,True
57012808298027,1201-2,True
57012841531844,214-1,True
57012841626144,1201-1,True
57012841626144,1201-2,True
57012874859175,214-1,True
57012874954175,1201-1,True
57012874954175,1201-2,True
57012908186638,214-1,True
57012908282313,1201-1,True
57012908282313,1201-2,True
57012941562526,214-1,True
57012941658452,1201-1,True
57012941658452,1201-2,True
57012974893715,214-1,True
57012974986590,1201-1,True
57012974986590,1201-2,True
57013008221178,214-1,True
57013008314729,1201-1,True
57013008314729,1201-2,True
57013041548658,214-1,True
57013041642872,1201-1,True
57013041642872,1201-2,True
57013074876161,214-1,True
57013074971036,1201-1,True
57013074971036,1201-2,True
57013108203626,214-1,True
57013108299176,1201-1,True
57013108299176,1201-2,True
57013141534697,214-1,True
57013141627197,1201-1,True
57013141627197,1201-2,True
57013174862148,214-1,True
57013174955324,1201-1,True
57013174955324,1201-2,True
57013208189772,214-1,True
57013208283611,1201-1,True
57013208283611,1201-2,True
57013241550759,214-1,True
57013241643760,1201-1,True
57013241643760,1201-2,True
57013274878150,214-1,True
57013274971825,1201-1,True
57013274971825,1201-2,True
57013308205428,214-1,True
57013308299804,1201-1,True
57013308299804,1201-2,True
57013341533191,214-1,True
57013341628241,1201-1,True
57013341628241,1201-2,True
57013374860579,214-1,True
57013374956292,1201-1,True
57013374956292,1201-2,True
57013408196437,214-1,True
57013408284401,1201-1,True
57013408284401,1201-2,True
57013441515046,214-1,True
57013441612509,1201-1,True
57013441612509,1201-2,True
57013474844817,214-1,True
57013474940617,1201-1,True
57013474940617,1201-2,True
57013508176925,214-1,True
57013508268726,1201-1,True
57013508268726,1201-2,True
57013541553959,214-1,True
57013541644834,1201-1,True
57013541644834,1201-2,True
57013574872590,214-1,True
57013574972965,1201-1,True
57013574972965,1201-2,True
57013608203615,214-1,True
57013608301165,1201-1,True
57013608301165,1201-2,True
57013641532315,214-1,True
57013641629365,1201-1,True
57013641629365,1201-2,True
57013674864704,214-1,True
57013674957543,1201-1,True
57013674957543,1201-2,True
57013708190807,214-1,True
57013708285682,1201-1,True
57013708285682,1201-2,True
57013741519478,214-1,True
57013741613853,1201-1,True
57013741613853,1201-2,True
57013774880325,214-1,True
57013774973876,1201-1,True
57013774973876,1201-2,True
57013808207804,214-1,True
57013808302017,1201-1,True
57013808302017,1201-2,True
57013841535284,214-1,True
57013841630159,1201-1,True
57013841630159,1201-2,True
57013874866476,214-1,True
57013874958315,1201-1,True
57013874958315,1201-2,True
57013908193971,214-1,True
57013908286471,1201-1,True
57013908286471,1201-2,True
57013941521375,214-1,True
57013941614550,1201-1,True
57013941614550,1201-2,True
57013974886119,214-1,True
57013974974744,1201-1,True
57013974974744,1201-2,True
57014008209860,214-1,True
57014008302860,1201-1,True
57014008302860,1201-2,True
57014041537301,214-1,True
57014041630976,1201-1,True
57014041630976,1201-2,True
57014074864754,214-1,True
57014074959092,1201-1,True
57014074959092,1201-2,True
57014108192158,214-1,True
57014108287208,1201-1,True
57014108287208,1201-2,True
57014141523337,214-1,True
57014141615300,1201-1,True
57014141615300,1201-2,True
57014174880483,214-1,True
57014174975359,1201-1,True
57014174975359,1201-2,True
57014208211732,214-1,True
57014208303532,1201-1,True
57014208303532,1201-2,True
57014241539242,214-1,True
57014241631705,1201-1,True
57014241631705,1201-2,True
57014274866703,214-1,True
57014274959879,1201-1,True
57014274959879,1201-2,True
57014308194214,214-1,True
57014308288052,1201-1,True
57014308288052,1201-2,True
57014341521737,214-1,True
57014341616237,1201-1,True
57014341616237,1201-2,True
57014374882759,214-1,True
57014374976435,1201-1,True
57014374976435,1201-2,True
57014408210221,214-1,True
57014408304560,1201-1,True
57014408304560,1201-2,True
57014441537684,214-1,True
57014441632685,1201-1,True
57014441632685,1201-2,True
57014474868846,214-1,True
57014474960810,1201-1,True
57014474960810,1201-2,True
57014508196309,214-1,True
57014508288935,1201-1,True
57014508288935,1201-2,True
57014541523759,214-1,True
57014541617060,1201-1,True
57014541617060,1201-2,True
57014574884680,214-1,True
57014574977143,1201-1,True
57014574977143,1201-2,True
57014608211955,214-1,True
57014608305080,1201-1,True
57014608305080,1201-2,True
57014641539357,214-1,True
57014641633159,1201-1,True
57014641633159,1201-2,True
57014674867251,214-1,True
57014674961715,1201-1,True
57014674961715,1201-2,True
57014708198383,214-1,True
57014708289808,1201-1,True
57014708289808,1201-2,True
57014741525812,214-1,True
57014741617900,1201-1,True
57014741617900,1201-2,True
57014774886798,214-1,True
57014774946049,1201-1,True
57014774946049,1201-2,True
57014808214329,214-1,True
57014808306255,1201-1,True
57014808306255,1201-2,True
57014841541787,214-1,True
57014841634376,1201-1,True
57014841634376,1201-2,True
57014874869246,214-1,True
57014874962497,1201-1,True
57014874962497,1201-2,True
57014908196583,214-1,True
57014908290546,1201-1,True
57014908290546,1201-2,True
57014941523877,214-1,True
57014941618503,1201-1,True
57014941618503,1201-2,True
57014974855192,214-1,True
57014974946781,1201-1,True
57014974946781,1201-2,True
57015008212436,214-1,True
57015008306900,1201-1,True
57015008306900,1201-2,True
57015041543624,214-1,True
57015041635050,1201-1,True
57015041635050,1201-2,True
57015074871111,214-1,True
57015074963200,1201-1,True
57015074963200,1201-2,True
57015108198574,214-1,True
57015108291324,1201-1,True
57015108291324,1201-2,True
57015141525962,214-1,True
57015141619388,1201-1,True
57015141619388,1201-2,True
57015174853473,214-1,True
57015174947561,1201-1,True
57015174947561,1201-2,True
57015208214591,214-1,True
57015208307842,1201-1,True
57015208307842,1201-2,True
57015241542033,214-1,True
57015241635958,1201-1,True
57015241635958,1201-2,True
57015274869487,214-1,True
57015274964075,1201-1,True
57015274964075,1201-2,True
57015308200676,214-1,True
57015308292227,1201-1,True
57015308292227,1201-2,True
57015341528246,214-1,True
57015341620460,1201-1,True
57015341620460,1201-2,True
57015374855728,214-1,True
