stream_id,hand_index,timestamp[ns],x_min[pixel],x_max[pixel],y_min[pixel],y_max[pixel],visibility_ratio[%]
214-1,0,57003741530163,878.0,1139.0,1141.0,1293.0,0.9881113434181937
214-1,1,57003741530163,592.0,987.0,-20.0,245.0,0.9516290498725883
214-1,0,57003774861324,878.0,1138.0,1140.0,1292.0,0.9875646392514159
214-1,1,57003774861324,600.0,985.0,-27.0,239.0,0.9247291686179014
214-1,0,57003808197094,878.0,1137.0,1138.0,1291.0,0.9872100674453035
214-1,1,57003808197094,607.0,984.0,-34.0,235.0,0.901949351529382
214-1,0,57003841546357,878.0,1137.0,1137.0,1291.0,0.9870402369785238
214-1,1,57003841546357,612.0,982.0,-41.0,231.0,0.8829279737233128
214-1,0,57003874874728,878.0,1137.0,1136.0,1290.0,0.9870819105607438
214-1,1,57003874874728,613.0,979.0,-45.0,221.0,0.8792318723112413
214-1,0,57003908204871,878.0,1135.0,1136.0,1290.0,0.9869756358108386
214-1,1,57003908204871,613.0,976.0,-42.0,216.0,0.8998035059489734
214-1,0,57003941526759,878.0,1136.0,1136.0,1290.0,0.9869789534026697
214-1,1,57003941526759,613.0,973.0,-36.0,214.0,0.9166098543538891
214-1,0,57003974892265,876.0,1136.0,1136.0,1290.0,0.9864078460098482
214-1,1,57003974892265,614.0,972.0,-30.0,213.0,0.9335237560092401
214-1,0,57004008215217,872.0,1136.0,1136.0,1289.0,0.9847152766575255
214-1,1,57004008215217,615.0,972.0,-28.0,213.0,0.9407301002404522
214-1,0,57004041548674,865.0,1135.0,1126.0,1280.0,0.9832009531374106
214-1,1,57004041548674,618.0,974.0,-36.0,203.0,0.9138385370917512
214-1,0,57004074869841,862.0,1131.0,1119.0,1274.0,0.9831002560567265
214-1,1,57004074869841,623.0,978.0,-43.0,196.0,0.8828131353382235
214-1,0,57004108201033,860.0,1127.0,1115.0,1270.0,0.9833072100313479
214-1,1,57004108201033,628.0,983.0,-50.0,192.0,0.8547638637485602
214-1,0,57004141528521,858.0,1126.0,1112.0,1268.0,0.9838074056732607
214-1,1,57004141528521,633.0,988.0,-55.0,190.0,0.8327553306230814
214-1,0,57004174856018,854.0,1123.0,1109.0,1266.0,0.9840177321511899
214-1,1,57004174856018,637.0,991.0,-59.0,188.0,0.8165045286816505
214-1,0,57004208183478,851.0,1118.0,1104.0,1261.0,0.9839123338773607
214-1,1,57004208183478,642.0,994.0,-63.0,184.0,0.7957439535082472
214-1,0,57004241544577,848.0,1114.0,1094.0,1252.0,0.9845620053799072
214-1,1,57004241544577,649.0,998.0,-68.0,175.0,0.7600797206250661
214-1,0,57004274871981,844.0,1108.0,1080.0,1237.0,0.9848466957924982
214-1,1,57004274871981,659.0,1004.0,-78.0,164.0,0.702854089510438
214-1,0,57004308199398,841.0,1102.0,1062.0,1218.0,0.98478738271112
214-1,1,57004308199398,668.0,1011.0,-95.0,150.0,0.6179835882420927
214-1,0,57004341526825,839.0,1098.0,1045.0,1199.0,0.9852098655072935
214-1,1,57004341526825,678.0,1018.0,-120.0,134.0,0.5121271973138455
214-1,0,57004374857987,837.0,1094.0,1030.0,1183.0,0.9852935101416945
214-1,1,57004374857987,691.0,1027.0,-153.0,121.0,0.3942257012903352
214-1,0,57004408190789,836.0,1092.0,1018.0,1169.0,0.9854842083246182
214-1,1,57004408190789,704.0,1037.0,-194.0,111.0,0.28277739706999055
214-1,0,57004441519641,837.0,1091.0,1007.0,1158.0,0.9857469125359499
214-1,1,57004441519641,716.0,1048.0,-245.0,101.0,0.18214201700440233
214-1,0,57004474827319,837.0,1089.0,997.0,1147.0,0.9854657376138161
214-1,1,57004474827319,728.0,1061.0,-312.0,92.0,0.09458225205503283
214-1,0,57004508169883,836.0,1085.0,989.0,1139.0,0.9852446285270515
214-1,1,57004508169883,738.0,1073.0,-388.0,85.0,0.03822083419746007
214-1,0,57004541545773,836.0,1084.0,984.0,1134.0,0.9853624636233332
214-1,1,57004541545773,746.0,1085.0,-466.0,80.0,0.009637240684172092
214-1,0,57004574876950,837.0,1086.0,981.0,1132.0,0.9855268320327826
214-1,1,57004574876950,754.0,1097.0,-547.0,77.0,0.0009187235866968824
214-1,0,57004608206214,839.0,1085.0,978.0,1129.0,0.9854260580331743
214-1,1,57004608206214,760.0,1107.0,-626.0,75.0,0.0
214-1,0,57004641527409,841.0,1087.0,975.0,1126.0,0.9853141625994811
214-1,1,57004641527409,765.0,1113.0,-694.0,74.0,0.0
214-1,0,57004674863558,841.0,1086.0,971.0,1122.0,0.9857503208390495
214-1,1,57004674863558,766.0,1114.0,-724.0,72.0,0.0
214-1,0,57004708191002,841.0,1086.0,968.0,1119.0,0.9856163163519772
214-1,1,57004708191002,767.0,1113.0,-711.0,71.0,0.0
214-1,0,57004741551904,841.0,1084.0,965.0,1116.0,0.9854158278530846
214-1,1,57004741551904,767.0,1112.0,-687.0,71.0,0.0
214-1,0,57004774879379,841.0,1084.0,963.0,1114.0,0.9856257299434014
214-1,1,57004774879379,768.0,1113.0,-670.0,70.0,0.0
214-1,0,57004808206854,841.0,1084.0,962.0,1113.0,0.9858418252322121
214-1,1,57004808206854,769.0,1113.0,-668.0,70.0,0.0
214-1,0,57004841537994,841.0,1084.0,961.0,1112.0,0.9860231590374525
214-1,1,57004841537994,771.0,1116.0,-684.0,72.0,0.0
214-1,0,57004874865358,841.0,1082.0,958.0,1109.0,0.9859583749886395
214-1,1,57004874865358,773.0,1119.0,-728.0,71.0,0.0
214-1,0,57004908192823,840.0,1084.0,953.0,1105.0,0.9859496567505721
214-1,1,57004908192823,775.0,1124.0,-792.0,71.0,0.0
214-1,0,57004941553816,838.0,1077.0,946.0,1098.0,0.9861451069135917
214-1,1,57004941553816,776.0,1129.0,-857.0,69.0,0.0
214-1,0,57004974881233,834.0,1074.0,938.0,1091.0,0.9859845830413455
214-1,1,57004974881233,778.0,1133.0,-920.0,67.0,0.0
214-1,0,57005008208679,828.0,1062.0,929.0,1081.0,0.9861071597913703
214-1,1,57005008208679,778.0,1134.0,-974.0,65.0,0.0
214-1,0,57005041536071,817.0,1049.0,918.0,1071.0,0.9860575067541489
214-1,1,57005041536071,778.0,1133.0,-1002.0,63.0,0.0
214-1,0,57005074863618,800.0,1027.0,907.0,1060.0,0.9856022878556284
214-1,1,57005074863618,777.0,1128.0,-996.0,62.0,0.0
214-1,0,57005108194692,778.0,1000.0,894.0,1048.0,0.9852613452188006
214-1,1,57005108194692,777.0,1125.0,-1011.0,59.0,0.0
214-1,0,57005141563171,758.0,974.0,883.0,1036.0,0.9871313952276753
214-1,1,57005141563171,777.0,1121.0,-1026.0,57.0,0.0
214-1,0,57005174883108,744.0,959.0,879.0,1030.0,0.9905705355723897
214-1,1,57005174883108,781.0,1121.0,-999.0,58.0,0.0
214-1,0,57005208205213,736.0,950.0,877.0,1027.0,0.9927551787055919
214-1,1,57005208205213,786.0,1120.0,-940.0,62.0,0.0
214-1,0,57005241532684,731.0,943.0,873.0,1023.0,0.9944959128065395
214-1,1,57005241532684,787.0,1115.0,-855.0,66.0,0.0
214-1,0,57005274865007,728.0,938.0,868.0,1017.0,0.9958982318053323
214-1,1,57005274865007,780.0,1101.0,-723.0,68.0,0.0
214-1,0,57005308189976,726.0,934.0,864.0,1011.0,0.9966839028776978
214-1,1,57005308189976,761.0,1075.0,-543.0,69.0,0.0
214-1,0,57005341554403,722.0,930.0,861.0,1007.0,0.9964324140664816
214-1,1,57005341554403,733.0,1039.0,-354.0,71.0,0.03639697792122056
214-1,0,57005374882960,719.0,924.0,861.0,1005.0,0.9965817808921552
214-1,1,57005374882960,694.0,1001.0,-197.0,79.0,0.20311449454529681
214-1,0,57005408206679,716.0,922.0,860.0,1005.0,0.9972499140598143
214-1,1,57005408206679,657.0,965.0,-105.0,96.0,0.4645806284082057
214-1,0,57005441537885,713.0,918.0,857.0,1003.0,0.9979236359441689
214-1,1,57005441537885,623.0,933.0,-58.0,121.0,0.690530939155148
214-1,0,57005474865317,709.0,911.0,852.0,999.0,0.9984317825405122
214-1,1,57005474865317,587.0,899.0,-27.0,147.0,0.8936924870402063
214-1,0,57005508192773,704.0,903.0,847.0,995.0,0.998949395902644
214-1,1,57005508192773,550.0,860.0,8.0,184.0,1.0
214-1,0,57005541520241,699.0,895.0,840.0,989.0,0.9991193565431808
214-1,1,57005541520241,522.0,823.0,47.0,229.0,1.0
214-1,0,57005574881214,693.0,887.0,832.0,982.0,0.9989952718676123
214-1,1,57005574881214,499.0,790.0,91.0,269.0,1.0
214-1,0,57005608208685,688.0,879.0,824.0,975.0,0.9986320923040324
214-1,1,57005608208685,482.0,759.0,124.0,303.0,1.0
214-1,0,57005641536168,684.0,872.0,819.0,969.0,0.9980908060378259
214-1,1,57005641536168,468.0,726.0,157.0,343.0,1.0
214-1,0,57005674863673,679.0,866.0,815.0,966.0,0.9977211394302848
214-1,1,57005674863673,457.0,699.0,193.0,380.0,1.0
214-1,0,57005708194922,675.0,862.0,812.0,962.0,0.9981881869791037
214-1,1,57005708194922,448.0,676.0,226.0,408.0,1.0
214-1,0,57005741522391,674.0,859.0,808.0,957.0,0.9983562644587849
214-1,1,57005741522391,440.0,655.0,253.0,436.0,1.0
214-1,0,57005774883308,675.0,860.0,804.0,951.0,0.9985897357287388
214-1,1,57005774883308,434.0,637.0,276.0,461.0,1.0
214-1,0,57005808210766,678.0,862.0,799.0,944.0,0.998889368791263
214-1,1,57005808210766,430.0,625.0,297.0,482.0,1.0
214-1,0,57005841538225,681.0,865.0,794.0,938.0,0.9990694789081885
214-1,1,57005841538225,426.0,613.0,315.0,499.0,1.0
214-1,0,57005874865664,685.0,872.0,791.0,934.0,0.9989473032385906
214-1,1,57005874865664,424.0,601.0,334.0,515.0,1.0
214-1,0,57005908193076,688.0,877.0,791.0,933.0,0.998829833097247
214-1,1,57005908193076,422.0,592.0,356.0,531.0,1.0
214-1,0,57005941520397,690.0,882.0,794.0,935.0,0.9988385598141696
214-1,1,57005941520397,418.0,582.0,373.0,546.0,1.0
214-1,0,57005974881391,692.0,886.0,797.0,937.0,0.9985462475013629
214-1,1,57005974881391,414.0,576.0,387.0,560.0,1.0
214-1,0,57006008208842,695.0,893.0,800.0,939.0,0.9980231234649254
214-1,1,57006008208842,415.0,571.0,403.0,571.0,1.0
214-1,0,57006041540068,698.0,896.0,803.0,940.0,0.9974520028442759
214-1,1,57006041540068,421.0,567.0,413.0,580.0,1.0
214-1,0,57006074867557,700.0,896.0,805.0,941.0,0.9976441486542199
214-1,1,57006074867557,431.0,563.0,421.0,586.0,1.0
214-1,0,57006108194996,700.0,898.0,807.0,941.0,0.9981199694495035
214-1,1,57006108194996,437.0,565.0,427.0,589.0,1.0
214-1,0,57006141522484,701.0,900.0,808.0,940.0,0.9982429424856507
214-1,1,57006141522484,443.0,562.0,430.0,590.0,1.0
214-1,0,57006174898386,702.0,902.0,809.0,941.0,0.9977883831917123
214-1,1,57006174898386,449.0,564.0,436.0,590.0,1.0
214-1,0,57006208225875,702.0,906.0,811.0,944.0,0.9971625456019457
214-1,1,57006208225875,451.0,565.0,442.0,594.0,1.0
214-1,0,57006241557064,702.0,905.0,814.0,947.0,0.9960763948993133
214-1,1,57006241557064,451.0,565.0,443.0,599.0,1.0
214-1,0,57006274884541,704.0,911.0,816.0,950.0,0.9953565695941298
214-1,1,57006274884541,451.0,564.0,451.0,603.0,1.0
214-1,0,57006308211971,705.0,906.0,819.0,953.0,0.9949305080884028
214-1,1,57006308211971,449.0,567.0,454.0,608.0,1.0
214-1,0,57006341539413,706.0,916.0,824.0,960.0,0.9948025535280492
214-1,1,57006341539413,448.0,569.0,462.0,614.0,1.0
214-1,0,57006374866805,709.0,917.0,835.0,971.0,0.9948763644464246
214-1,1,57006374866805,449.0,569.0,473.0,623.0,1.0
214-1,0,57006408194247,714.0,921.0,847.0,984.0,0.9948416835866761
214-1,1,57006408194247,452.0,570.0,480.0,634.0,1.0
214-1,0,57006441525440,719.0,932.0,857.0,995.0,0.9949585298422507
214-1,1,57006441525440,454.0,576.0,494.0,644.0,1.0
214-1,0,57006474852831,728.0,938.0,867.0,1006.0,0.9952253218884121
214-1,1,57006474852831,455.0,581.0,500.0,653.0,1.0
214-1,0,57006508180274,739.0,949.0,877.0,1016.0,0.9951110638750132
214-1,1,57006508180274,456.0,588.0,508.0,660.0,1.0
214-1,0,57006541541204,751.0,965.0,888.0,1027.0,0.994955598759918
214-1,1,57006541541204,456.0,598.0,516.0,667.0,1.0
214-1,0,57006574868646,763.0,980.0,903.0,1044.0,0.9943093636833937
214-1,1,57006574868646,453.0,605.0,523.0,676.0,1.0
214-1,0,57006608196114,775.0,996.0,926.0,1069.0,0.9940428109854604
214-1,1,57006608196114,449.0,606.0,534.0,690.0,1.0
214-1,0,57006641523671,786.0,1012.0,955.0,1099.0,0.9933784579164214
214-1,1,57006641523671,446.0,606.0,547.0,708.0,1.0
214-1,0,57006674888499,795.0,1025.0,985.0,1131.0,0.9924346957225103
214-1,1,57006674888499,444.0,602.0,563.0,731.0,1.0
214-1,0,57006708211930,804.0,1039.0,1015.0,1163.0,0.9918154073800055
214-1,1,57006708211930,442.0,598.0,577.0,756.0,1.0
214-1,0,57006741538934,811.0,1050.0,1043.0,1192.0,0.9911908203830864
214-1,1,57006741538934,436.0,594.0,594.0,776.0,1.0
214-1,0,57006774871711,816.0,1058.0,1067.0,1217.0,0.9908868637474995
214-1,1,57006774871711,426.0,584.0,601.0,791.0,1.0
214-1,0,57006808194097,821.0,1064.0,1083.0,1233.0,0.9909532215357458
214-1,1,57006808194097,413.0,576.0,607.0,797.0,1.0
214-1,0,57006841519004,828.0,1071.0,1094.0,1243.0,0.991006480624256
214-1,1,57006841519004,399.0,569.0,600.0,797.0,1.0
214-1,0,57006874853648,837.0,1080.0,1106.0,1254.0,0.9911181462428
214-1,1,57006874853648,381.0,563.0,587.0,792.0,1.0
214-1,0,57006908239276,846.0,1090.0,1120.0,1267.0,0.9914428646656135
214-1,1,57006908239276,359.0,558.0,572.0,781.0,1.0
214-1,0,57006941541848,856.0,1102.0,1134.0,1280.0,0.9912029909830657
214-1,1,57006941541848,338.0,555.0,547.0,765.0,1.0
214-1,0,57006974872206,869.0,1113.0,1149.0,1293.0,0.9906645429608
214-1,1,57006974872206,324.0,553.0,523.0,744.0,1.0
214-1,0,57007008195745,881.0,1126.0,1163.0,1305.0,0.9900385892488558
214-1,1,57007008195745,318.0,557.0,492.0,718.0,1.0
214-1,0,57007041523206,894.0,1137.0,1176.0,1317.0,0.9842187356638223
214-1,1,57007041523206,320.0,564.0,459.0,690.0,1.0
214-1,0,57007074850667,907.0,1147.0,1188.0,1326.0,0.9660817058213039
214-1,1,57007074850667,328.0,575.0,426.0,661.0,1.0
214-1,0,57007108211590,918.0,1156.0,1198.0,1333.0,0.94017965525613
214-1,1,57007108211590,341.0,590.0,394.0,631.0,1.0
214-1,0,57007141541452,925.0,1159.0,1205.0,1338.0,0.9083383203670456
214-1,1,57007141541452,358.0,607.0,363.0,602.0,1.0
214-1,0,57007174864077,932.0,1164.0,1211.0,1342.0,0.8713665389527459
214-1,1,57007174864077,381.0,628.0,338.0,574.0,1.0
214-1,0,57007208197805,937.0,1167.0,1216.0,1345.0,0.8347885188477021
214-1,1,57007208197805,410.0,653.0,318.0,550.0,1.0
214-1,0,57007241525227,940.0,1170.0,1220.0,1348.0,0.8067231367535028
214-1,1,57007241525227,442.0,679.0,303.0,532.0,1.0
214-1,0,57007274856445,945.0,1174.0,1221.0,1348.0,0.7915721231766613
214-1,1,57007274856445,475.0,706.0,291.0,518.0,1.0
214-1,0,57007308213696,948.0,1174.0,1219.0,1346.0,0.7922692182233336
214-1,1,57007308213696,506.0,732.0,281.0,505.0,1.0
214-1,0,57007341544868,951.0,1176.0,1215.0,1342.0,0.8060083964887411
214-1,1,57007341544868,532.0,754.0,274.0,494.0,1.0
214-1,0,57007374872342,954.0,1180.0,1206.0,1334.0,0.8490352484639431
214-1,1,57007374872342,551.0,772.0,264.0,483.0,1.0
214-1,0,57007408197052,957.0,1184.0,1184.0,1315.0,0.9277429467084639
214-1,1,57007408197052,564.0,787.0,247.0,465.0,1.0
214-1,0,57007441528237,957.0,1188.0,1148.0,1282.0,0.9813489263030548
214-1,1,57007441528237,570.0,796.0,218.0,440.0,1.0
214-1,0,57007474858248,956.0,1190.0,1105.0,1239.0,0.9921648867152411
214-1,1,57007474858248,567.0,799.0,185.0,412.0,1.0
214-1,0,57007508185708,953.0,1187.0,1065.0,1197.0,0.993250101502233
214-1,1,57007508185708,556.0,797.0,156.0,387.0,1.0
214-1,0,57007541471468,951.0,1182.0,1031.0,1160.0,0.9939317848922369
214-1,1,57007541471468,541.0,790.0,137.0,373.0,1.0
214-1,0,57007574871279,952.0,1181.0,1003.0,1130.0,0.9941922994192299
214-1,1,57007574871279,523.0,780.0,131.0,371.0,1.0
214-1,0,57007608196577,955.0,1181.0,982.0,1107.0,0.9943848059454996
214-1,1,57007608196577,503.0,766.0,138.0,383.0,1.0
214-1,0,57007641528425,960.0,1184.0,964.0,1088.0,0.9944491169049622
214-1,1,57007641528425,485.0,752.0,157.0,405.0,1.0
214-1,0,57007674852560,967.0,1190.0,950.0,1072.0,0.9944908275117851
214-1,1,57007674852560,472.0,738.0,186.0,436.0,1.0
214-1,0,57007708220245,973.0,1196.0,938.0,1060.0,0.9946069994262765
214-1,1,57007708220245,463.0,725.0,223.0,471.0,1.0
214-1,0,57007741541921,978.0,1201.0,928.0,1049.0,0.9945674160550194
214-1,1,57007741541921,461.0,715.0,263.0,506.0,1.0
214-1,0,57007774877193,985.0,1209.0,918.0,1038.0,0.9948333913851155
214-1,1,57007774877193,465.0,709.0,300.0,538.0,1.0
214-1,0,57007808199697,991.0,1216.0,908.0,1027.0,0.9947619601908975
214-1,1,57007808199697,472.0,705.0,335.0,566.0,1.0
214-1,0,57007841503763,995.0,1220.0,898.0,1017.0,0.994930660762149
214-1,1,57007841503763,480.0,704.0,363.0,588.0,1.0
214-1,0,57007874854855,999.0,1224.0,891.0,1010.0,0.9948846131488693
214-1,1,57007874854855,488.0,703.0,386.0,604.0,1.0
214-1,0,57007908212508,1005.0,1232.0,890.0,1009.0,0.9953030129453546
214-1,1,57007908212508,496.0,705.0,404.0,620.0,1.0
214-1,0,57007941543523,1011.0,1242.0,896.0,1015.0,0.9954588776139486
214-1,1,57007941543523,500.0,706.0,419.0,635.0,1.0
214-1,0,57007974870888,1015.0,1248.0,910.0,1030.0,0.9954748664267801
214-1,1,57007974870888,498.0,703.0,431.0,647.0,1.0
214-1,0,57008008198582,1014.0,1251.0,933.0,1055.0,0.995460543679071
214-1,1,57008008198582,488.0,695.0,437.0,657.0,1.0
214-1,0,57008041525997,1009.0,1251.0,960.0,1085.0,0.9947630669107179
214-1,1,57008041525997,473.0,684.0,434.0,659.0,1.0
214-1,0,57008074853417,1003.0,1249.0,990.0,1118.0,0.9939488580909623
214-1,1,57008074853417,457.0,674.0,420.0,651.0,1.0
214-1,0,57008108218154,995.0,1243.0,1021.0,1153.0,0.9934367821480474
214-1,1,57008108218154,446.0,665.0,392.0,631.0,1.0
214-1,0,57008141548462,984.0,1234.0,1051.0,1186.0,0.9931299435028249
214-1,1,57008141548462,443.0,664.0,355.0,602.0,1.0
214-1,0,57008174869024,974.0,1226.0,1081.0,1219.0,0.9930330382963807
214-1,1,57008174869024,451.0,674.0,317.0,567.0,1.0
214-1,0,57008208201516,961.0,1214.0,1109.0,1249.0,0.9918015195089497
214-1,1,57008208201516,468.0,692.0,278.0,530.0,1.0
214-1,0,57008241554970,952.0,1207.0,1130.0,1272.0,0.9866468211779715
214-1,1,57008241554970,492.0,716.0,248.0,497.0,1.0
214-1,0,57008274888583,948.0,1201.0,1146.0,1288.0,0.9765518995929443
214-1,1,57008274888583,521.0,746.0,228.0,472.0,1.0
214-1,0,57008308213213,946.0,1198.0,1156.0,1300.0,0.9651069235655304
214-1,1,57008308213213,549.0,770.0,214.0,453.0,1.0
214-1,0,57008341541544,942.0,1195.0,1163.0,1307.0,0.9592295617496076
214-1,1,57008341541544,574.0,794.0,206.0,440.0,1.0
214-1,0,57008374872529,939.0,1189.0,1169.0,1312.0,0.9543921082973909
214-1,1,57008374872529,593.0,810.0,204.0,432.0,1.0
214-1,0,57008408197266,938.0,1189.0,1173.0,1315.0,0.9495725757706589
214-1,1,57008408197266,605.0,822.0,204.0,426.0,1.0
214-1,0,57008441529614,938.0,1187.0,1176.0,1316.0,0.9468261590849558
214-1,1,57008441529614,612.0,825.0,203.0,422.0,1.0
214-1,0,57008474860599,940.0,1190.0,1176.0,1315.0,0.9451504721560322
214-1,1,57008474860599,615.0,828.0,204.0,420.0,1.0
214-1,0,57008508185335,942.0,1190.0,1175.0,1313.0,0.9461637796678096
214-1,1,57008508185335,616.0,827.0,205.0,421.0,1.0
214-1,0,57008541547484,943.0,1192.0,1173.0,1311.0,0.9502891209825631
214-1,1,57008541547484,615.0,827.0,205.0,423.0,1.0
214-1,0,57008574872207,945.0,1192.0,1171.0,1308.0,0.9546090962467819
214-1,1,57008574872207,615.0,824.0,208.0,427.0,1.0
214-1,0,57008608202030,949.0,1196.0,1169.0,1306.0,0.955816707661474
214-1,1,57008608202030,616.0,822.0,212.0,432.0,1.0
214-1,0,57008641529504,952.0,1197.0,1167.0,1304.0,0.9570910093260441
214-1,1,57008641529504,617.0,821.0,218.0,437.0,1.0
214-1,0,57008674859339,955.0,1200.0,1166.0,1302.0,0.9564612602587286
214-1,1,57008674859339,619.0,820.0,224.0,442.0,1.0
214-1,0,57008708186799,959.0,1202.0,1165.0,1300.0,0.9558486506711567
214-1,1,57008708186799,623.0,821.0,230.0,447.0,1.0
214-1,0,57008741547622,962.0,1205.0,1165.0,1299.0,0.9530925891005091
214-1,1,57008741547622,627.0,823.0,237.0,452.0,1.0
214-1,0,57008774875073,967.0,1210.0,1165.0,1299.0,0.9475986685687113
214-1,1,57008774875073,632.0,825.0,243.0,457.0,1.0
214-1,0,57008808206223,970.0,1213.0,1165.0,1298.0,0.9425221344819334
214-1,1,57008808206223,637.0,831.0,247.0,460.0,1.0
214-1,0,57008841533678,972.0,1215.0,1164.0,1297.0,0.9433113090108207
214-1,1,57008841533678,642.0,833.0,249.0,460.0,1.0
214-1,0,57008874864636,972.0,1215.0,1161.0,1294.0,0.9486224514157474
214-1,1,57008874864636,646.0,835.0,249.0,460.0,1.0
214-1,0,57008908192119,971.0,1213.0,1158.0,1292.0,0.9546079779917469
214-1,1,57008908192119,649.0,837.0,248.0,458.0,1.0
214-1,0,57008941553119,969.0,1213.0,1156.0,1290.0,0.960150907804763
214-1,1,57008941553119,651.0,838.0,248.0,456.0,1.0
214-1,0,57008974880540,969.0,1213.0,1153.0,1287.0,0.9639774859287054
214-1,1,57008974880540,652.0,838.0,243.0,454.0,1.0
214-1,0,57009008207972,968.0,1213.0,1148.0,1283.0,0.9702311735429554
214-1,1,57009008207972,650.0,838.0,240.0,448.0,1.0
214-1,0,57009041535446,965.0,1210.0,1135.0,1271.0,0.9825405554028045
214-1,1,57009041535446,643.0,836.0,223.0,433.0,1.0
214-1,0,57009074866674,957.0,1204.0,1109.0,1248.0,0.9901841595749471
214-1,1,57009074866674,628.0,831.0,191.0,408.0,1.0
214-1,0,57009108194023,947.0,1196.0,1077.0,1218.0,0.9901261164220636
214-1,1,57009108194023,605.0,820.0,153.0,376.0,1.0
214-1,0,57009141550306,936.0,1184.0,1044.0,1185.0,0.9900994616297107
214-1,1,57009141550306,573.0,804.0,111.0,343.0,1.0
214-1,0,57009174876992,926.0,1171.0,1016.0,1156.0,0.9903553537150616
214-1,1,57009174876992,533.0,781.0,77.0,316.0,1.0
214-1,0,57009208206091,920.0,1163.0,998.0,1136.0,0.9906291834002677
214-1,1,57009208206091,490.0,755.0,57.0,303.0,1.0
214-1,0,57009241535309,918.0,1158.0,983.0,1120.0,0.9906564796340455
214-1,1,57009241535309,445.0,728.0,52.0,305.0,1.0
214-1,0,57009274854274,919.0,1158.0,971.0,1107.0,0.9910939587353421
214-1,1,57009274854274,404.0,700.0,62.0,325.0,1.0
214-1,0,57009308191971,922.0,1161.0,961.0,1096.0,0.9914148006827995
214-1,1,57009308191971,376.0,675.0,90.0,361.0,1.0
214-1,0,57009341552138,929.0,1165.0,953.0,1086.0,0.9918406649097912
214-1,1,57009341552138,363.0,658.0,135.0,409.0,1.0
214-1,0,57009374878550,937.0,1173.0,944.0,1075.0,0.9919255928045789
214-1,1,57009374878550,364.0,650.0,191.0,458.0,1.0
214-1,0,57009408210192,945.0,1180.0,934.0,1064.0,0.9924038859032658
214-1,1,57009408210192,377.0,649.0,249.0,504.0,1.0
214-1,0,57009441538084,953.0,1187.0,924.0,1053.0,0.9927509778357236
214-1,1,57009441538084,400.0,653.0,299.0,543.0,1.0
214-1,0,57009474859062,962.0,1198.0,912.0,1040.0,0.9932151685688739
214-1,1,57009474859062,431.0,668.0,344.0,574.0,1.0
214-1,0,57009508186542,970.0,1206.0,901.0,1028.0,0.9941823566744236
