stream_id,object_uid,timestamp[ns],x_min[pixel],x_max[pixel],y_min[pixel],y_max[pixel],visibility_ratio[%]
1201-1,37787722328019,57003274996495,415.0,502.0,-4.0,258.0,0.9936459591450927
1201-1,111305855142671,57003308324594,328.0,385.0,-9.0,66.0,0.9709911361804996
1201-1,117658302265452,57003308324594,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003308324594,278.0,358.0,119.0,179.0,1.0
1201-1,232501673989606,57003308324594,,,,,0.0
1201-1,265826671143948,57003308324594,,,,,0.0
1201-1,37787722328019,57003308324594,415.0,503.0,-4.0,258.0,0.9936128998481755
1201-1,111305855142671,57003341652692,328.0,385.0,-9.0,66.0,0.9717969379532635
1201-1,117658302265452,57003341652692,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003341652692,278.0,358.0,119.0,179.0,1.0
1201-1,232501673989606,57003341652692,,,,,0.0
1201-1,265826671143948,57003341652692,,,,,0.0
1201-1,37787722328019,57003341652692,415.0,503.0,-4.0,258.0,0.9936125654450262
1201-1,111305855142671,57003374980815,328.0,385.0,-9.0,66.0,0.9717969379532635
1201-1,117658302265452,57003374980815,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003374980815,278.0,358.0,119.0,179.0,1.0
1201-1,232501673989606,57003374980815,,,,,0.0
1201-1,265826671143948,57003374980815,,,,,0.0
1201-1,37787722328019,57003374980815,415.0,503.0,-4.0,258.0,0.993614237110704
1201-1,111305855142671,57003408308998,328.0,385.0,-9.0,66.0,0.9717285945072698
1201-1,117658302265452,57003408308998,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003408308998,278.0,358.0,119.0,179.0,1.0
1201-1,232501673989606,57003408308998,,,,,0.0
1201-1,265826671143948,57003408308998,,,,,0.0
1201-1,37787722328019,57003408308998,415.0,503.0,-4.0,258.0,0.993562905589282
1201-1,111305855142671,57003441637139,328.0,385.0,-9.0,66.0,0.9717285945072698
1201-1,117658302265452,57003441637139,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003441637139,278.0,358.0,119.0,179.0,1.0
1201-1,232501673989606,57003441637139,,,,,0.0
1201-1,265826671143948,57003441637139,,,,,0.0
1201-1,37787722328019,57003441637139,415.0,503.0,-4.0,258.0,0.9936159079016222
1201-1,111305855142671,57003474965281,328.0,385.0,-9.0,66.0,0.9716369529983793
1201-1,117658302265452,57003474965281,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003474965281,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003474965281,,,,,0.0
1201-1,265826671143948,57003474965281,,,,,0.0
1201-1,37787722328019,57003474965281,415.0,503.0,-4.0,258.0,0.993409007689491
1201-1,111305855142671,57003508293392,328.0,385.0,-9.0,66.0,0.9718423169750603
1201-1,117658302265452,57003508293392,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003508293392,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003508293392,,,,,0.0
1201-1,265826671143948,57003508293392,,,,,0.0
1201-1,37787722328019,57003508293392,415.0,503.0,-4.0,258.0,0.9934117647058823
1201-1,111305855142671,57003541621450,328.0,385.0,-9.0,66.0,0.9710144927536232
1201-1,117658302265452,57003541621450,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003541621450,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003541621450,,,,,0.0
1201-1,265826671143948,57003541621450,,,,,0.0
1201-1,37787722328019,57003541621450,415.0,503.0,-4.0,258.0,0.9933057894461587
1201-1,111305855142671,57003574949616,328.0,385.0,-9.0,66.0,0.9718196457326892
1201-1,117658302265452,57003574949616,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003574949616,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003574949616,,,,,0.0
1201-1,265826671143948,57003574949616,,,,,0.0
1201-1,37787722328019,57003574949616,415.0,503.0,-4.0,258.0,0.993472243981409
1201-1,111305855142671,57003608309768,328.0,385.0,-9.0,66.0,0.9717969379532635
1201-1,117658302265452,57003608309768,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003608309768,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003608309768,,,,,0.0
1201-1,265826671143948,57003608309768,,,,,0.0
1201-1,37787722328019,57003608309768,415.0,503.0,-4.0,258.0,0.9933591298891445
1201-1,111305855142671,57003641637920,328.0,385.0,-9.0,66.0,0.9709911361804996
1201-1,117658302265452,57003641637920,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003641637920,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003641637920,,,,,0.0
1201-1,265826671143948,57003641637920,,,,,0.0
1201-1,37787722328019,57003641637920,415.0,503.0,-4.0,258.0,0.9933089388395191
1201-1,111305855142671,57003674966072,328.0,385.0,-9.0,66.0,0.9717741935483871
1201-1,117658302265452,57003674966072,339.0,396.0,184.0,241.0,1.0
1201-1,163340972252026,57003674966072,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003674966072,,,,,0.0
1201-1,265826671143948,57003674966072,,,,,0.0
1201-1,37787722328019,57003674966072,415.0,503.0,-4.0,258.0,0.9932015479552349
1201-1,111305855142671,57003708294224,328.0,385.0,-9.0,66.0,0.9707792207792207
1201-1,117658302265452,57003708294224,339.0,396.0,184.0,241.0,1.0
1201-1,163340972252026,57003708294224,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003708294224,,,,,0.0
1201-1,265826671143948,57003708294224,,,,,0.0
1201-1,37787722328019,57003708294224,415.0,503.0,-4.0,258.0,0.9931481772059209
1201-1,111305855142671,57003741622376,328.0,385.0,-9.0,66.0,0.9700162074554295
1201-1,117658302265452,57003741622376,339.0,396.0,184.0,241.0,1.0
1201-1,163340972252026,57003741622376,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003741622376,,,,,0.0
1201-1,265826671143948,57003741622376,,,,,0.0
1201-1,37787722328019,57003741622376,415.0,503.0,-4.0,258.0,0.9932004811967153
1201-1,111305855142671,57003774950499,328.0,385.0,-9.0,66.0,0.9707792207792207
1201-1,117658302265452,57003774950499,339.0,396.0,184.0,241.0,1.0
1201-1,163340972252026,57003774950499,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003774950499,,,,,0.0
1201-1,265826671143948,57003774950499,,,,,0.0
1201-1,37787722328019,57003774950499,415.0,503.0,-4.0,258.0,0.993304738989434
1201-1,111305855142671,57003808310558,328.0,385.0,-9.0,66.0,0.9707078925956062
1201-1,117658302265452,57003808310558,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003808310558,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003808310558,,,,,0.0
1201-1,265826671143948,57003808310558,,,,,0.0
1201-1,37787722328019,57003808310558,415.0,503.0,-4.0,258.0,0.9934110756680438
1201-1,111305855142671,57003841638569,328.0,385.0,-9.0,66.0,0.9707078925956062
1201-1,117658302265452,57003841638569,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003841638569,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003841638569,,,,,0.0
1201-1,265826671143948,57003841638569,,,,,0.0
1201-1,37787722328019,57003841638569,415.0,503.0,-4.0,258.0,0.9934107310950737
1201-1,111305855142671,57003874966443,328.0,385.0,-9.0,66.0,0.9707317073170731
1201-1,117658302265452,57003874966443,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003874966443,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003874966443,,,,,0.0
1201-1,265826671143948,57003874966443,,,,,0.0
1201-1,37787722328019,57003874966443,415.0,503.0,-4.0,258.0,0.9936182455406183
1201-1,111305855142671,57003908294871,328.0,385.0,-9.0,66.0,0.9707078925956062
1201-1,117658302265452,57003908294871,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003908294871,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003908294871,,,,,0.0
1201-1,265826671143948,57003908294871,,,,,0.0
1201-1,37787722328019,57003908294871,415.0,503.0,-4.0,258.0,0.9936698927543813
1201-1,111305855142671,57003941622757,328.0,385.0,-9.0,66.0,0.9706840390879479
1201-1,117658302265452,57003941622757,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003941622757,278.0,358.0,119.0,179.0,1.0
1201-1,232501673989606,57003941622757,,,,,0.0
1201-1,265826671143948,57003941622757,,,,,0.0
1201-1,37787722328019,57003941622757,415.0,503.0,-4.0,258.0,0.993669230366766
1201-1,111305855142671,57003974950566,328.0,385.0,-9.0,66.0,0.9706840390879479
1201-1,117658302265452,57003974950566,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57003974950566,278.0,358.0,118.0,179.0,1.0
1201-1,232501673989606,57003974950566,,,,,0.0
1201-1,265826671143948,57003974950566,,,,,0.0
1201-1,37787722328019,57003974950566,415.0,503.0,-4.0,258.0,0.9936698927543813
1201-1,111305855142671,57004008311267,328.0,385.0,-9.0,66.0,0.9699186991869919
1201-1,117658302265452,57004008311267,339.0,396.0,185.0,241.0,1.0
1201-1,163340972252026,57004008311267,278.0,358.0,119.0,179.0,1.0
1201-1,232501673989606,57004008311267,,,,,0.0
1201-1,265826671143948,57004008311267,,,,,0.0
1201-1,37787722328019,57004008311267,415.0,503.0,-4.0,258.0,0.9936702238962126
1201-1,111305855142671,57004041639350,328.0,385.0,-12.0,63.0,0.9603238866396762
1201-1,117658302265452,57004041639350,338.0,396.0,181.0,238.0,1.0
1201-1,163340972252026,57004041639350,277.0,357.0,115.0,175.0,1.0
1201-1,232501673989606,57004041639350,,,,,0.0
1201-1,265826671143948,57004041639350,,,,,0.0
1201-1,37787722328019,57004041639350,414.0,503.0,-6.0,255.0,0.9843676723464124
1201-1,111305855142671,57004074967466,328.0,386.0,-15.0,60.0,0.9477977161500816
1201-1,117658302265452,57004074967466,337.0,395.0,178.0,236.0,1.0
1201-1,163340972252026,57004074967466,276.0,357.0,112.0,172.0,1.0
1201-1,232501673989606,57004074967466,,,,,0.0
1201-1,265826671143948,57004074967466,,,,,0.0
1201-1,37787722328019,57004074967466,414.0,503.0,-8.0,253.0,0.977035382137476
1201-1,111305855142671,57004108295583,328.0,386.0,-17.0,58.0,0.9366479550922213
1201-1,117658302265452,57004108295583,336.0,394.0,177.0,234.0,1.0
1201-1,163340972252026,57004108295583,275.0,356.0,110.0,170.0,1.0
1201-1,232501673989606,57004108295583,,,,,0.0
1201-1,265826671143948,57004108295583,,,,,0.0
1201-1,37787722328019,57004108295583,413.0,504.0,-9.0,252.0,0.9727845486469737
1201-1,111305855142671,57004141623735,328.0,386.0,-18.0,56.0,0.9311183144246353
1201-1,117658302265452,57004141623735,335.0,394.0,175.0,233.0,1.0
1201-1,163340972252026,57004141623735,274.0,356.0,108.0,168.0,1.0
1201-1,232501673989606,57004141623735,,,,,0.0
1201-1,265826671143948,57004141623735,,,,,0.0
1201-1,37787722328019,57004141623735,413.0,504.0,-10.0,251.0,0.9698266969259336
1201-1,111305855142671,57004174951943,328.0,387.0,-19.0,55.0,0.9219123505976096
1201-1,117658302265452,57004174951943,334.0,393.0,174.0,232.0,1.0
1201-1,163340972252026,57004174951943,274.0,355.0,106.0,167.0,1.0
1201-1,232501673989606,57004174951943,,,,,0.0
1201-1,265826671143948,57004174951943,,,,,0.0
1201-1,37787722328019,57004174951943,412.0,504.0,-10.0,251.0,0.9676854094727619
1201-1,111305855142671,57004208280067,328.0,388.0,-21.0,53.0,0.9104716227018386
1201-1,117658302265452,57004208280067,334.0,392.0,171.0,230.0,1.0
1201-1,163340972252026,57004208280067,273.0,355.0,104.0,164.0,1.0
1201-1,232501673989606,57004208280067,,,,,0.0
1201-1,265826671143948,57004208280067,,,,,0.0
1201-1,37787722328019,57004208280067,411.0,505.0,-11.0,249.0,0.9632999228989977
1201-1,111305855142671,57004241640327,329.0,389.0,-23.0,50.0,0.8855761482675262
1201-1,117658302265452,57004241640327,333.0,392.0,168.0,227.0,1.0
1201-1,163340972252026,57004241640327,273.0,355.0,100.0,160.0,1.0
1201-1,232501673989606,57004241640327,,,,,0.0
1201-1,265826671143948,57004241640327,,,,,0.0
1201-1,37787722328019,57004241640327,411.0,506.0,-13.0,247.0,0.955396645745447
1201-1,111305855142671,57004274968407,331.0,391.0,-27.0,45.0,0.8282504012841091
1201-1,117658302265452,57004274968407,333.0,392.0,163.0,222.0,1.0
1201-1,163340972252026,57004274968407,274.0,356.0,94.0,154.0,1.0
1201-1,232501673989606,57004274968407,,,,,0.0
1201-1,265826671143948,57004274968407,,,,,0.0
1201-1,37787722328019,57004274968407,410.0,508.0,-16.0,243.0,0.9433942827710533
1201-1,111305855142671,57004308296486,332.0,394.0,-32.0,39.0,0.7625607779578606
1201-1,117658302265452,57004308296486,333.0,392.0,156.0,216.0,1.0
1201-1,163340972252026,57004308296486,274.0,356.0,87.0,147.0,1.0
1201-1,232501673989606,57004308296486,,,,,0.0
1201-1,265826671143948,57004308296486,,,,,0.0
1201-1,37787722328019,57004308296486,410.0,510.0,-20.0,238.0,0.928726483357453
1201-1,111305855142671,57004341624575,335.0,397.0,-37.0,33.0,0.6961819658813972
1201-1,117658302265452,57004341624575,334.0,393.0,150.0,210.0,1.0
1201-1,163340972252026,57004341624575,275.0,358.0,80.0,140.0,1.0
1201-1,232501673989606,57004341624575,,,,,0.0
1201-1,265826671143948,57004341624575,,,,,0.0
1201-1,37787722328019,57004341624575,411.0,513.0,-23.0,234.0,0.9152392816360427
1201-1,111305855142671,57004374952700,337.0,400.0,-41.0,28.0,0.6217532467532467
1201-1,117658302265452,57004374952700,335.0,394.0,144.0,205.0,1.0
1201-1,163340972252026,57004374952700,276.0,359.0,74.0,134.0,1.0
1201-1,232501673989606,57004374952700,,,,,0.0
1201-1,265826671143948,57004374952700,,,,,0.0
1201-1,37787722328019,57004374952700,411.0,516.0,-26.0,230.0,0.9043646034311936
1201-1,111305855142671,57004408280840,340.0,404.0,-44.0,24.0,0.5575364667747164
1201-1,117658302265452,57004408280840,336.0,395.0,139.0,200.0,1.0
1201-1,163340972252026,57004408280840,278.0,361.0,69.0,128.0,1.0
1201-1,232501673989606,57004408280840,,,,,0.0
1201-1,265826671143948,57004408280840,,,,,0.0
1201-1,37787722328019,57004408280840,412.0,518.0,-28.0,227.0,0.8976819802810992
1201-1,111305855142671,57004441608979,343.0,407.0,-46.0,20.0,0.48808545603944126
1201-1,117658302265452,57004441608979,337.0,396.0,135.0,197.0,1.0
1201-1,163340972252026,57004441608979,280.0,363.0,65.0,124.0,1.0
1201-1,232501673989606,57004441608979,,,,,0.0
1201-1,265826671143948,57004441608979,,,,,0.0
1201-1,37787722328019,57004441608979,413.0,521.0,-30.0,224.0,0.8921253621279958
1201-1,111305855142671,57004474937119,346.0,410.0,-48.0,17.0,0.4149377593360996
1201-1,117658302265452,57004474937119,338.0,397.0,131.0,193.0,1.0
1201-1,163340972252026,57004474937119,281.0,365.0,60.0,120.0,1.0
1201-1,232501673989606,57004474937119,,,,,0.0
1201-1,265826671143948,57004474937119,,,,,0.0
1201-1,37787722328019,57004474937119,414.0,524.0,-32.0,222.0,0.8867824613429358
1201-1,111305855142671,57004508265259,348.0,413.0,-50.0,14.0,0.3575
1201-1,117658302265452,57004508265259,338.0,398.0,128.0,190.0,1.0
1201-1,163340972252026,57004508265259,282.0,366.0,57.0,117.0,1.0
1201-1,232501673989606,57004508265259,,,,,0.0
1201-1,265826671143948,57004508265259,,,,,0.0
1201-1,37787722328019,57004508265259,414.0,526.0,-33.0,220.0,0.8831231039437969
1201-1,111305855142671,57004541641398,349.0,415.0,-51.0,13.0,0.3316624895572264
1201-1,117658302265452,57004541641398,339.0,398.0,127.0,188.0,1.0
1201-1,163340972252026,57004541641398,283.0,367.0,55.0,115.0,1.0
1201-1,232501673989606,57004541641398,,,,,0.0
1201-1,265826671143948,57004541641398,,,,,0.0
1201-1,37787722328019,57004541641398,414.0,527.0,-33.0,218.0,0.882167477154919
1201-1,111305855142671,57004574969538,351.0,416.0,-51.0,12.0,0.3147377185678601
1201-1,117658302265452,57004574969538,340.0,399.0,125.0,187.0,1.0
1201-1,163340972252026,57004574969538,285.0,368.0,54.0,114.0,1.0
1201-1,232501673989606,57004574969538,,,,,0.0
1201-1,265826671143948,57004574969538,,,,,0.0
1201-1,37787722328019,57004574969538,415.0,528.0,-33.0,218.0,0.8824761086653066
1201-1,111305855142671,57004608297678,353.0,418.0,-51.0,11.0,0.2957034540859309
1201-1,117658302265452,57004608297678,341.0,400.0,124.0,186.0,1.0
1201-1,163340972252026,57004608297678,286.0,369.0,52.0,113.0,1.0
1201-1,232501673989606,57004608297678,,,,,0.0
1201-1,265826671143948,57004608297678,,,,,0.0
1201-1,37787722328019,57004608297678,416.0,530.0,-33.0,217.0,0.8828217555196554
1201-1,111305855142671,57004641625834,354.0,420.0,-52.0,11.0,0.27871621621621623
1201-1,117658302265452,57004641625834,342.0,401.0,123.0,185.0,1.0
1201-1,163340972252026,57004641625834,287.0,370.0,51.0,112.0,1.0
1201-1,232501673989606,57004641625834,,,,,0.0
1201-1,265826671143948,57004641625834,,,,,0.0
1201-1,37787722328019,57004641625834,416.0,531.0,-34.0,216.0,0.881393464758304
1201-1,111305855142671,57004674954021,355.0,420.0,-53.0,9.0,0.25084745762711863
1201-1,117658302265452,57004674954021,342.0,401.0,122.0,184.0,1.0
1201-1,163340972252026,57004674954021,288.0,371.0,50.0,111.0,1.0
1201-1,232501673989606,57004674954021,,,,,0.0
1201-1,265826671143948,57004674954021,,,,,0.0
1201-1,37787722328019,57004674954021,417.0,531.0,-35.0,215.0,0.8785892296023404
1201-1,111305855142671,57004708282127,355.0,421.0,-53.0,9.0,0.22818791946308725
1201-1,117658302265452,57004708282127,342.0,401.0,121.0,183.0,1.0
1201-1,163340972252026,57004708282127,288.0,371.0,49.0,110.0,1.0
1201-1,232501673989606,57004708282127,,,,,0.0
1201-1,265826671143948,57004708282127,,,,,0.0
1201-1,37787722328019,57004708282127,417.0,531.0,-35.0,214.0,0.8763250883392226
1201-1,111305855142671,57004741642205,355.0,421.0,-54.0,8.0,0.19983065198983913
1201-1,117658302265452,57004741642205,342.0,401.0,120.0,182.0,1.0
1201-1,163340972252026,57004741642205,288.0,371.0,48.0,109.0,1.0
1201-1,232501673989606,57004741642205,,,,,0.0
1201-1,265826671143948,57004741642205,,,,,0.0
1201-1,37787722328019,57004741642205,417.0,531.0,-36.0,213.0,0.8743118766010792
1201-1,111305855142671,57004774970342,356.0,421.0,-54.0,7.0,0.16981132075471697
1201-1,117658302265452,57004774970342,343.0,401.0,119.0,181.0,1.0
1201-1,163340972252026,57004774970342,288.0,371.0,47.0,108.0,1.0
1201-1,232501673989606,57004774970342,,,,,0.0
1201-1,265826671143948,57004774970342,,,,,0.0
1201-1,37787722328019,57004774970342,417.0,532.0,-36.0,213.0,0.872911889944317
1201-1,111305855142671,57004808298479,356.0,421.0,-54.0,7.0,0.16835871404399322
1201-1,117658302265452,57004808298479,343.0,402.0,119.0,181.0,1.0
1201-1,163340972252026,57004808298479,289.0,372.0,47.0,108.0,1.0
1201-1,232501673989606,57004808298479,,,,,0.0
1201-1,265826671143948,57004808298479,,,,,0.0
1201-1,37787722328019,57004808298479,417.0,532.0,-36.0,212.0,0.8726337673706095
1201-1,111305855142671,57004841626582,357.0,422.0,-54.0,7.0,0.15423728813559323
1201-1,117658302265452,57004841626582,343.0,402.0,118.0,180.0,1.0
1201-1,163340972252026,57004841626582,289.0,372.0,46.0,107.0,1.0
1201-1,232501673989606,57004841626582,,,,,0.0
1201-1,265826671143948,57004841626582,,,,,0.0
1201-1,37787722328019,57004841626582,417.0,532.0,-36.0,212.0,0.8730794556628622
1201-1,111305855142671,57004874954609,357.0,423.0,-55.0,6.0,0.12224108658743633
1201-1,117658302265452,57004874954609,343.0,402.0,117.0,179.0,1.0
1201-1,163340972252026,57004874954609,290.0,373.0,45.0,106.0,1.0
1201-1,232501673989606,57004874954609,,,,,0.0
1201-1,265826671143948,57004874954609,,,,,0.0
1201-1,37787722328019,57004874954609,418.0,533.0,-36.0,211.0,0.8717483363581368
1201-1,111305855142671,57004908282748,358.0,424.0,-56.0,4.0,0.06649395509499137
1201-1,117658302265452,57004908282748,344.0,402.0,115.0,177.0,1.0
1201-1,163340972252026,57004908282748,290.0,373.0,43.0,105.0,1.0
1201-1,232501673989606,57004908282748,,,,,0.0
1201-1,265826671143948,57004908282748,,,,,0.0
1201-1,37787722328019,57004908282748,417.0,534.0,-37.0,210.0,0.8682469680264608
1201-1,111305855142671,57004941642904,358.0,424.0,-57.0,2.0,0.034904013961605584
1201-1,117658302265452,57004941642904,343.0,402.0,113.0,175.0,1.0
1201-1,163340972252026,57004941642904,290.0,373.0,41.0,102.0,1.0
1201-1,232501673989606,57004941642904,,,,,0.0
1201-1,265826671143948,57004941642904,,,,,0.0
1201-1,37787722328019,57004941642904,417.0,534.0,-38.0,208.0,0.8634375864932189
1201-1,111305855142671,57004974970984,359.0,425.0,-59.0,0.0,0.006029285099052541
1201-1,117658302265452,57004974970984,342.0,401.0,110.0,172.0,1.0
1201-1,163340972252026,57004974970984,289.0,372.0,38.0,100.0,1.0
1201-1,232501673989606,57004974970984,,,,,0.0
1201-1,265826671143948,57004974970984,,,,,0.0
1201-1,37787722328019,57004974970984,416.0,534.0,-40.0,205.0,0.8567935537649347
1201-1,111305855142671,57005008299142,,,,,0.0
1201-1,117658302265452,57005008299142,341.0,400.0,106.0,168.0,1.0
1201-1,163340972252026,57005008299142,288.0,371.0,34.0,96.0,1.0
1201-1,232501673989606,57005008299142,,,,,0.0
1201-1,265826671143948,57005008299142,,,,,0.0
1201-1,37787722328019,57005008299142,414.0,534.0,-42.0,202.0,0.8481649069884364
1201-1,111305855142671,57005041627197,,,,,0.0
1201-1,117658302265452,57005041627197,338.0,397.0,102.0,164.0,1.0
1201-1,163340972252026,57005041627197,285.0,369.0,30.0,92.0,1.0
1201-1,232501673989606,57005041627197,,,,,0.0
1201-1,265826671143948,57005041627197,,,,,0.0
1201-1,37787722328019,57005041627197,411.0,532.0,-44.0,198.0,0.8381766061491766
1201-1,111305855142671,57005074955418,,,,,0.0
1201-1,117658302265452,57005074955418,333.0,392.0,97.0,159.0,1.0
1201-1,163340972252026,57005074955418,281.0,364.0,25.0,88.0,1.0
1201-1,232501673989606,57005074955418,,,,,0.0
1201-1,265826671143948,57005074955418,,,,,0.0
1201-1,37787722328019,57005074955418,406.0,529.0,-46.0,193.0,0.8270659633599909
1201-1,111305855142671,57005108283442,,,,,0.0
1201-1,117658302265452,57005108283442,326.0,385.0,91.0,153.0,1.0
1201-1,163340972252026,57005108283442,275.0,359.0,19.0,83.0,1.0
1201-1,232501673989606,57005108283442,,,,,0.0
1201-1,265826671143948,57005108283442,,,,,0.0
1201-1,37787722328019,57005108283442,398.0,526.0,-48.0,188.0,0.8135418456779515
1201-1,111305855142671,57005141643634,,,,,0.0
1201-1,117658302265452,57005141643634,319.0,378.0,86.0,148.0,1.0
1201-1,163340972252026,57005141643634,269.0,353.0,14.0,78.0,1.0
1201-1,232501673989606,57005141643634,,,,,0.0
1201-1,265826671143948,57005141643634,,,,,0.0
1201-1,37787722328019,57005141643634,392.0,522.0,-51.0,183.0,0.8001851209070925
1201-1,111305855142671,57005174971696,,,,,0.0
1201-1,117658302265452,57005174971696,315.0,374.0,82.0,145.0,1.0
1201-1,163340972252026,57005174971696,266.0,350.0,11.0,75.0,1.0
1201-1,232501673989606,57005174971696,,,,,0.0
1201-1,265826671143948,57005174971696,,,,,0.0
1201-1,37787722328019,57005174971696,387.0,521.0,-51.0,180.0,0.7962334775997193
1201-1,111305855142671,57005208299764,,,,,0.0
1201-1,117658302265452,57005208299764,313.0,373.0,80.0,142.0,1.0
1201-1,163340972252026,57005208299764,266.0,350.0,8.0,73.0,1.0
1201-1,232501673989606,57005208299764,,,,,0.0
1201-1,265826671143948,57005208299764,,,,,0.0
1201-1,37787722328019,57005208299764,385.0,521.0,-50.0,178.0,0.7980502215657311
1201-1,111305855142671,57005241628147,,,,,0.0
1201-1,117658302265452,57005241628147,313.0,372.0,77.0,140.0,1.0
1201-1,163340972252026,57005241628147,266.0,350.0,6.0,72.0,1.0
1201-1,232501673989606,57005241628147,,,,,0.0
1201-1,265826671143948,57005241628147,,,,,0.0
1201-1,37787722328019,57005241628147,384.0,522.0,-50.0,177.0,0.7996417910447762
1201-1,111305855142671,57005274956221,,,,,0.0
1201-1,117658302265452,57005274956221,312.0,371.0,75.0,138.0,1.0
1201-1,163340972252026,57005274956221,266.0,350.0,3.0,70.0,1.0
1201-1,232501673989606,57005274956221,,,,,0.0
1201-1,265826671143948,57005274956221,,,,,0.0
1201-1,37787722328019,57005274956221,383.0,523.0,-50.0,175.0,0.7987694534925806
1201-1,111305855142671,57005308284439,,,,,0.0
1201-1,117658302265452,57005308284439,312.0,371.0,73.0,136.0,1.0
1201-1,163340972252026,57005308284439,267.0,351.0,1.0,68.0,1.0
1201-1,232501673989606,57005308284439,,,,,0.0
1201-1,265826671143948,57005308284439,,,,,0.0
1201-1,37787722328019,57005308284439,383.0,523.0,-50.0,173.0,0.7980136485498416
1201-1,111305855142671,57005341612491,,,,,0.0
1201-1,117658302265452,57005341612491,311.0,370.0,71.0,134.0,1.0
1201-1,163340972252026,57005341612491,267.0,350.0,1.0,67.0,1.0
1201-1,232501673989606,57005341612491,,,,,0.0
1201-1,265826671143948,57005341612491,,,,,0.0
1201-1,37787722328019,57005341612491,382.0,522.0,-49.0,172.0,0.7985483176477824
